comp_no,version_id,description,interpretation,table_id,modification,data_type_code,data_structure,last_change,section
691,92,Building,,307,O,IS,IS,7/13/15,
692,8,Point of Care,Station,302,O,IS,IS,3/6/11,
692,92,Floor,,308,O,IS,IS,7/13/15,
693,8,Room,Zimmer,303,O,IS,IS,3/6/11,
693,92,Numeric,,0,O,NM,NM,7/13/15,
694,8,Bed,Bettenstellplatz,304,O,IS,IS,3/6/11,
694,92,Low Value,,0,O,NM,NM,7/13/15,
695,8,Facility,Fachbereich,0,O,HD,HD,3/7/11,
695,92,High Value,,0,O,NM,NM,7/13/15,
696,8,Location Status,Bettenstatus,306,O,IS,IS,3/6/11,
696,92,Occurrence Code,,350,O,CNE,CNE,7/13/15,
697,8,Patient Location Type,Typ des Aufenthaltsortes,305,O,IS,IS,3/6/11,
697,92,Occurrence Date,,0,O,DT,DT,7/13/15,
698,8,Building,Gebäude,307,O,IS,IS,3/6/11,
698,92,Original Sub-Identifier,,0,O,ST,ST,7/13/15,
699,8,Floor,Etage,308,O,IS,IS,3/6/11,
699,92,Group,,0,O,NM,NM,7/13/15,
700,8,Street Address,Strasse,0,O,ST,ST,3/7/11,
700,92,Sequence,,0,O,NM,NM,7/13/15,
701,8,Other Designation,sonst. Adresse,0,O,ST,ST,3/7/11,
701,92,Identifier,,0,O,ST,ST,7/13/15,
702,8,City,Ort,0,O,ST,ST,3/7/11,
702,92,Occurrence Span Code,,351,O,CNE,CNE,7/13/15,
703,8,State or Province,Bundesland,0,O,ST,ST,3/7/11,
703,92,Occurrence Span Start Date,,0,O,DT,DT,7/13/15,
704,8,Zip or Postal Code,Postleitzahl,0,O,ST,ST,3/7/11,
704,92,Occurrence Span Stop Date,,0,O,DT,DT,7/13/15,
705,8,Country,Staat,399,O,ID,ID,3/6/11,
705,92,Privilege,,525,O,CWE,CWE,7/13/15,
706,8,Address Type,Typ der Adresse,190,O,ID,ID,3/6/11,
706,92,Privilege Class,,526,O,CWE,CWE,7/13/15,
707,8,Other Geographic Designation,sonst. geogr. Bezeichnung,0,O,ST,ST,3/7/11,
707,92,Expiration Date,,0,O,DT,DT,7/13/15,
708,8,Sample Y From Channel 1,,0,O,NM,NM,3/7/11,
708,92,Activation Date,,0,O,DT,DT,7/13/15,
709,8,Sample Y From Channel 2,,0,O,NM,NM,3/7/11,
709,92,Facility,,0,O,EI,EI,7/13/15,
710,8,Sample Y From Channel 3,,0,O,NM,NM,3/7/11,
710,92,Point of Care,,302,O,HD,HD,7/13/15,
711,8,Sample Y From Channel 4,,0,O,NM,NM,3/7/11,
711,92,Room,,303,O,HD,HD,7/13/15,
712,92,Bed,,304,O,HD,HD,7/13/15,
713,8,Quantity,Menge,0,O,NM,NM,3/7/11,
713,92,Facility,,0,O,HD,HD,7/13/15,
714,8,Denomination,Währung,913,O,ID,ID,3/6/11,
714,92,Location Status,,306,O,IS,IS,7/13/15,
715,8,Monetary Amount,Geldbetrag,0,O,MO,MO,3/7/11,
715,92,Person Location Type,,305,O,IS,IS,7/13/15,
716,8,Charge Code,Berechnungsart,0,O,CWE,CWE,3/7/11,
716,92,Building,,307,O,HD,HD,7/13/15,
717,8,Money or Percentage Indicator,,148,O,ID,ID,3/6/11,
717,92,Floor,,308,O,HD,HD,7/13/15,
718,8,Money or Percentage Quantity,,0,O,NM,NM,3/7/11,
718,92,Location Description,,0,O,ST,ST,7/13/15,
719,8,Monetary  Denomination,,913,O,ID,ID,3/6/11,
719,92,Comprehensive Location Identifier,,0,O,EI,EI,7/13/15,
720,8,Message Code,Nachrichtentyp,76,O,ID,ID,3/6/11,
720,92,Assigning Authority for Location,,363,O,HD,HD,7/13/15,
721,8,Trigger Event,Nachrichtenereignis,3,O,ID,ID,3/6/11,
721,92,ID Number,,0,O,ST,ST,7/13/15,
722,8,Message Structure,Nachrichtenstruktur,354,O,ID,ID,3/6/11,
722,92,Type of ID Number,,338,O,CWE,CWE,7/13/15,
723,8,Value1,Wert 1,0,O,NM,NM,3/7/11,
723,92,State/other Qualifying Information,,0,O,ST,ST,7/13/15,
724,8,Value2,Wert 2,0,O,NM,NM,3/7/11,
724,92,Expiration Date,,0,O,DT,DT,7/13/15,
725,8,Value3,Wert 3,0,O,NM,NM,3/7/11,
725,92,Person Identifier,,0,O,ST,ST,7/13/15,
726,8,Value4,Wert 4,0,O,NM,NM,3/7/11,
726,92,Family Name,,0,O,FN,FN,7/13/15,
727,92,Given Name,,0,O,ST,ST,7/13/15,
728,8,Name,Name,0,O,CNN,CNN,3/7/11,
728,92,Second and Further Given Names or Initials Thereof,,0,O,ST,ST,7/13/15,
729,8,Start Date/time,Startzeitpunkt,0,O,DTM,DTM,3/7/11,
729,92,"Suffix (e.g., JR or III)",,0,O,ST,ST,7/13/15,
730,8,End Date/time,Endzeitpunkt,0,O,DTM,DTM,3/7/11,
730,92,"Prefix (e.g., DR)",,0,O,ST,ST,7/13/15,
731,8,Point of Care,Station,302,O,IS,IS,3/6/11,
731,92,"Degree (e.g., MD)",,0,O,-,-,7/13/15,
732,8,Room,Zimmer,303,O,IS,IS,3/6/11,
732,92,Source Table,,297,O,CWE,CWE,7/13/15,
733,8,Bed,Bettenstellplatz,304,O,IS,IS,3/6/11,
733,92,Assigning Authority,,363,O,HD,HD,7/13/15,
734,8,Facility,Fachbereich,0,O,HD,HD,3/7/11,
734,92,Name Type Code,,200,O,ID,ID,7/13/15,
735,8,Location Status,Bettenstatus,306,O,IS,IS,3/6/11,
735,92,Identifier Check Digit,,0,O,ST,ST,7/13/15,
736,8,Patient Location Type,Typ des Aufenthaltsortes,305,O,IS,IS,3/6/11,
736,92,Check Digit Scheme,,61,O,ID,ID,7/13/15,
737,8,Building,Gebäude,307,O,IS,IS,3/6/11,
737,92,Identifier Type Code,,203,O,ID,ID,7/13/15,
738,8,Floor,Etage,308,O,IS,IS,3/6/11,
738,92,Assigning Facility,,0,O,HD,HD,7/13/15,
739,8,Numeric,numerisch,0,O,NM,NM,3/7/11,
739,92,Date/Time Action Performed,,0,O,DTM,DTM,7/13/15,
740,8,Low Value,unterer Wert,0,O,NM,NM,3/7/11,
740,92,Name Representation Code,,465,O,ID,ID,7/13/15,
741,8,High Value,oberer Wert,0,O,NM,NM,3/7/11,
741,92,Name Context,,448,O,CWE,CWE,7/13/15,
742,8,Occurrence Code,,350,O,CNE,CNE,3/6/11,
742,92,Name Validity Range,,0,O,-,-,7/13/15,
743,8,Occurrence Date,,0,O,DT,DT,3/7/11,
743,92,Name Assembly Order,,444,O,ID,ID,7/13/15,
744,8,Occurrence Span Code,,351,O,CNE,CNE,3/6/11,
744,92,Effective Date,,0,O,DTM,DTM,7/13/15,
745,8,Occurrence Span Start Date,,0,O,DT,DT,3/7/11,
745,92,Expiration Date,,0,O,DTM,DTM,7/13/15,
746,8,Occurrence Span Stop Date,,0,O,DT,DT,3/7/11,
746,92,Professional Suffix,,0,O,ST,ST,7/13/15,
747,8,Privilege,,525,O,CWE,CWE,3/6/11,
747,92,Assigning Jurisdiction,,0,O,CWE,CWE,7/13/15,
748,8,Privilege Class,,526,O,CWE,CWE,3/6/11,
748,92,Assigning Agency or Department,,0,O,CWE,CWE,7/13/15,
749,8,Expiration Date,Gültigkeitsende,0,O,DT,DT,3/7/11,
749,92,Security Check,,0,O,ST,ST,7/13/15,
750,8,Activation Date,,0,O,DT,DT,3/7/11,
750,92,Security Check Scheme,,904,O,ID,ID,7/13/15,
751,8,Facility,Fachbereich,0,O,EI,EI,3/7/11,
751,92,Parent Observation Identifier,,0,O,CWE,CWE,7/13/15,
752,8,Point of Care,Station,302,O,HD,HD,3/6/11,
752,92,Parent Observation Sub-identifier,,0,O,OG,OG,7/13/15,
753,8,Room,Zimmer,303,O,HD,HD,3/6/11,
753,92,Parent Observation Value Descriptor,,0,O,TX,TX,7/13/15,
754,8,Bed,Bettenstellplatz,304,O,HD,HD,3/6/11,
754,92,Processing ID,,103,O,ID,ID,7/13/15,
755,8,Facility,Fachbereich,0,O,HD,HD,3/7/11,
755,92,Processing Mode,,207,O,ID,ID,7/13/15,
756,8,Location Status,Bettenstatus,306,O,IS,IS,3/6/11,
756,92,Policy Type,,147,O,CWE,CWE,7/13/15,
757,8,Person Location Type,Typ des Aufenthaltsortes,305,O,IS,IS,3/6/11,
757,92,Amount Class,,193,O,CWE,CWE,7/13/15,
758,8,Building,Gebäude,307,O,HD,HD,3/6/11,
758,92,Money or Percentage Quantity,,0,O,-,-,7/13/15,
759,8,Floor,Etage,308,O,HD,HD,3/6/11,
759,92,Money or Percentage,,0,O,MOP,MOP,7/13/15,
760,8,Location Description,Beschreibung,0,O,ST,ST,3/7/11,
760,92,Segment Field Name,,0,O,ST,ST,7/13/15,
761,8,Comprehensive Location Identifier,Identifikator,0,O,EI,EI,3/7/11,
761,92,Values,,0,O,ST,ST,7/13/15,
762,8,Assigning Authority for Location,ausgebende Instanz,363,O,HD,HD,3/6/11,
762,92,Segment Field Name,,0,O,ST,ST,7/13/15,
763,8,ID Number,Identifikator,0,O,ST,ST,3/7/11,
763,92,Relational Operator,,209,O,ID,ID,7/13/15,
764,8,Type of ID Number,,338,O,CWE,CWE,3/6/11,
764,92,Value,,0,O,ST,ST,7/13/15,
765,8,State/other Qualifying Information,,0,O,ST,ST,3/7/11,
765,92,Relational Conjunction,,210,O,ID,ID,7/13/15,
766,8,Expiration Date,Gültigkeitsende,0,O,DT,DT,3/7/11,
766,92,Segment Field Name,,0,O,ST,ST,7/13/15,
767,8,Person Identifier,,0,O,ST,ST,3/7/11,
767,92,HL7 Data Type,,440,O,ID,ID,7/13/15,
768,8,Family Name,Familienname,0,O,FN,FN,3/7/11,
768,92,Maximum Column Width,,0,O,NM,NM,7/13/15,
769,8,Given Name,Vorname,0,O,ST,ST,3/7/11,
769,92,Numeric Range,,0,O,NR,NR,7/13/15,
770,8,Second and Further Given Names or Initials Thereof,weitere Vornamen oder Initialien,0,O,ST,ST,3/7/11,
770,92,Administrative Sex,,1,O,CWE,CWE,7/13/15,
771,8,"Suffix (e.g., JR or III)",Namenszusatz,0,O,ST,ST,3/7/11,
771,92,Age Range,,0,O,NR,NR,7/13/15,
772,8,"Prefix (e.g., DR)",Namensvorsatz,0,O,ST,ST,3/7/11,
772,92,Gestational Age Range,,0,O,NR,NR,7/13/15,
773,8,"Degree (e.g., MD)",nicht mehr verwenden,0,O,-,-,3/7/11,
773,92,Species,,0,O,ST,ST,7/13/15,
774,8,Source Table,Quelle der ID,297,O,CWE,CWE,3/6/11,
774,92,Race/subspecies,,0,O,ST,ST,7/13/15,
775,8,Assigning Authority,ausgebende Instanz,363,O,HD,HD,3/6/11,
775,92,Conditions,,0,O,TX,TX,7/13/15,
776,8,Name Type Code,Art des Namens,200,O,ID,ID,3/6/11,
776,92,Repeat Pattern,,335,O,CWE,CWE,7/13/15,
777,8,Identifier Check Digit,Prüfziffer,0,O,ST,ST,3/7/11,
777,92,Explicit Time Interval,,0,O,ST,ST,7/13/15,
778,8,Check Digit Scheme,Prüfzifferverfahren,61,O,ID,ID,3/6/11,
778,92,Room Type,,145,O,CWE,CWE,7/13/15,
779,8,Identifier Type Code,Typ des Identifikators,203,O,ID,ID,3/6/11,
779,92,Amount Type,,146,O,CWE,CWE,7/13/15,
780,8,Assigning Facility,Ausstellungsort,0,O,HD,HD,3/7/11,
780,92,Coverage Amount,,0,O,-,-,7/13/15,
781,8,Date/Time Action Performed,Ausführugszeitpunkt,0,O,DTM,DTM,3/7/11,
781,92,Money or Percentage,,0,O,MOP,MOP,7/13/15,
782,8,Name Representation Code,Namensdarstellung,465,O,ID,ID,3/6/11,
782,92,Pointer,,0,O,ST,ST,7/13/15,
783,8,Name Context,Namenskontext,448,O,CWE,CWE,3/6/11,
783,92,Application ID,,0,O,HD,HD,7/13/15,
784,8,Name Validity Range,Gültigkeitszeitraum,0,O,-,-,3/7/11,
784,92,Type of Data,,834,O,ID,ID,7/13/15,
785,8,Name Assembly Order,Anzeigereihenfolge der Namensbestandteile,444,O,ID,ID,3/6/11,
785,92,Subtype,,291,O,ID,ID,7/13/15,
786,8,Effective Date,Gültigkeitsbeginn,0,O,DTM,DTM,3/7/11,
786,92,Repeat Pattern Code,,335,O,CWE,CWE,7/13/15,
787,8,Expiration Date,Gültigkeitsende,0,O,DTM,DTM,3/7/11,
787,92,Calendar Alignment,,527,O,ID,ID,7/13/15,
788,8,Professional Suffix,akademische Grade und sonst. Berufszugehörigkeiten,0,O,ST,ST,3/7/11,
788,92,Phase Range Begin Value,,0,O,NM,NM,7/13/15,
789,8,Assigning Jurisdiction,ausgebende Körperschaft,0,O,CWE,CWE,3/7/11,
789,92,Phase Range End Value,,0,O,NM,NM,7/13/15,
790,8,Assigning Agency or Department,ausgebende Abteilung,0,O,CWE,CWE,3/7/11,
790,92,Period Quantity,,0,O,NM,NM,7/13/15,
791,8,Security Check,,0,O,ST,ST,3/7/11,
791,92,Period Units,,0,O,CWE,CWE,7/13/15,
792,8,Security Check Scheme,,904,O,ID,ID,3/6/11,
792,92,Institution Specified Time,,136,O,ID,ID,7/13/15,
793,8,Parent Observation Identifier,,0,O,CWE,CWE,3/7/11,
793,92,Event,,528,O,ID,ID,7/13/15,
794,8,Parent Observation Sub-identifier,,0,O,ST,ST,3/7/11,
794,92,Event Offset Quantity,,0,O,NM,NM,7/13/15,
795,8,Parent Observation Value Descriptor,,0,O,TX,TX,3/7/11,
795,92,Event Offset Units,,0,O,CWE,CWE,7/13/15,
796,8,Processing ID,Verarbeitungskontext,103,O,ID,ID,3/6/11,
796,92,General Timing Specification,,0,O,GTS,GTS,7/13/15,
797,8,Processing Mode,Verarbeitungsmodus,207,O,ID,ID,3/6/11,
797,92,Street or Mailing Address,,0,O,ST,ST,7/13/15,
798,8,Policy Type,Art und Umfang der Versicherung,147,O,CWE,CWE,3/6/11,
798,92,Street Name,,0,O,ST,ST,7/13/15,
799,8,Amount Class,Art und Umfang der Versicherung,193,O,CWE,CWE,3/6/11,
799,92,Dwelling Number,,0,O,ST,ST,7/13/15,
800,8,Money or Percentage Quantity,,0,O,-,-,3/7/11,
800,92,Parameter Class,,294,O,CWE,CWE,7/13/15,
801,8,Money or Percentage,,0,O,MOP,MOP,3/7/11,
801,92,Parameter Value,,0,O,ST,ST,7/13/15,
802,8,Segment Field Name,,0,O,ST,ST,3/7/11,
802,92,Sequence ID,,0,O,ID,SI,7/13/15,
803,8,Values,,0,O,ST,ST,3/7/11,
803,92,Comparator,,0,O,ST,ST,7/13/15,
804,8,Segment Field Name,,0,O,ST,ST,3/7/11,
804,92,Num1,,0,O,NM,NM,7/13/15,
805,8,Relational Operator,,209,O,ID,ID,3/6/11,
805,92,Separator/Suffix,,0,O,ST,ST,7/13/15,
806,8,Value,Wert,0,O,ST,ST,3/7/11,
806,92,Num2,,0,O,NM,NM,7/13/15,
807,8,Relational Conjunction,,210,O,ID,ID,3/6/11,
807,92,String of telephone number digits,,0,O,ST,SNM,7/13/15,
808,8,Segment Field Name,,0,O,ST,ST,3/7/11,
808,92,Specialty Name,,0,O,ST,ST,7/13/15,
809,8,HL7 Data Type,,440,O,ID,ID,3/6/11,
809,92,Governing Board,,0,O,ST,ST,7/13/15,
810,8,Maximum Column Width,,0,O,NM,NM,3/7/11,
810,92,Eligible or Certified,,337,O,ID,ID,7/13/15,
811,8,Numeric Range,,0,O,NR,NR,3/7/11,
811,92,Date of Certification,,0,O,DT,DT,7/13/15,
812,8,Administrative Sex,Geschlecht,1,O,CWE,CWE,3/6/11,
812,92,Sort-by Field,,0,O,ST,ST,7/13/15,
813,8,Age Range,Altersbereich,0,O,NR,NR,3/7/11,
813,92,Sequencing,,397,O,ID,ID,7/13/15,
814,8,Gestational Age Range,Schwangerschaftswoche,0,O,NR,NR,3/7/11,
814,92,String Data,,0,O,ST,ST,7/13/15,
815,8,Species,Spezies,0,O,ST,ST,3/7/11,
815,92,Time,,0,O,ST,TM,7/13/15,
816,8,Race/subspecies,Rasse,0,O,ST,ST,3/7/11,
816,92,Text Data,,0,O,ST,TX,7/13/15,
817,8,Conditions,Bedingungen,0,O,TX,TX,3/7/11,
817,92,Value Code,,153,O,CWE,CWE,7/13/15,
818,8,Repeat Pattern,,335,O,CWE,CWE,3/6/11,
818,92,Value Amount,,0,O,MO,MO,7/13/15,
819,8,Explicit Time Interval,,0,O,ST,ST,3/7/11,
819,92,Non-Monetary Value Amount / Quantity,,0,O,NM,NM,7/13/15,
820,8,Room Type,Zimmertyp / Kostenanteil,145,O,CWE,CWE,3/6/11,
820,92,Non-Monetary Value Amount / Units,,0,O,CWE,CWE,7/13/15,
821,8,Amount Type,Mengentyp,146,O,CWE,CWE,3/6/11,
821,92,Start Day Range,,267,O,ID,ID,7/13/15,
822,8,Coverage Amount,Kostenanteil,0,O,-,-,3/7/11,
822,92,End Day Range,,267,O,ID,ID,7/13/15,
823,8,Money or Percentage,,0,O,MOP,MOP,3/7/11,
823,92,Start Hour Range,,0,O,TM,TM,7/13/15,
824,8,Pointer,Verweis auf die Daten,0,O,ST,ST,3/7/11,
824,92,End Hour Range,,0,O,TM,TM,7/13/15,
825,8,Application ID,Datenquelle,0,O,HD,HD,3/7/11,
825,92,Version ID,,104,O,ID,ID,7/13/15,
826,8,Type of Data,MIME-Medientyp,834,O,ID,ID,3/6/11,
826,92,Internationalization Code,,399,O,CWE,CWE,7/13/15,
827,8,Subtype,MIME-Subtyp,291,O,ID,ID,3/6/11,
827,92,International Version ID,,0,O,CWE,CWE,7/13/15,
828,8,Repeat Pattern Code,,335,O,CWE,CWE,3/6/11,
828,92,First Data Code Value,,0,O,ST,ST,7/13/15,
829,8,Calendar Alignment,,527,O,ID,ID,3/6/11,
829,92,Last Data Code Value,,0,O,ST,ST,7/13/15,
830,8,Phase Range Begin Value,,0,O,NM,NM,3/7/11,
830,92,Channel Number,,0,O,NM,NM,7/13/15,
831,8,Phase Range End Value,,0,O,NM,NM,3/7/11,
831,92,Channel Name,,0,O,ST,ST,7/13/15,
832,8,Period Quantity,,0,O,NM,NM,3/7/11,
832,92,Source One Name,,0,O,ST,ST,7/13/15,
833,8,Period Units,,0,O,CWE,CWE,3/7/11,
833,92,Source Two Name,,0,O,ST,ST,7/13/15,
834,8,Institution Specified Time,,136,O,ID,ID,3/6/11,
834,92,Street Address,,0,O,SAD,SAD,7/13/15,
835,8,Event,Ereignis,528,O,ID,ID,3/6/11,
835,92,Other Designation,,0,O,ST,ST,7/13/15,
836,8,Event Offset Quantity,,0,O,NM,NM,3/7/11,
836,92,City,,0,O,ST,ST,7/13/15,
837,8,Event Offset Units,,0,O,CWE,CWE,3/7/11,
837,92,State or Province,,0,O,ST,ST,7/13/15,
838,8,General Timing Specification,generische  Zeitangabe,0,O,GTS,GTS,3/7/11,
838,92,Zip or Postal Code,,0,O,ST,ST,7/13/15,
839,8,Street or Mailing Address,Strasse inkl. Hausnummer,0,O,ST,ST,3/7/11,
839,92,Country,,399,O,ID,ID,7/13/15,
840,8,Street Name,Strassenname,0,O,ST,ST,3/7/11,
840,92,Address Type,,190,O,ID,ID,7/13/15,
841,8,Dwelling Number,Hausnummer,0,O,ST,ST,3/7/11,
841,92,Other Geographic Designation,,0,O,ST,ST,7/13/15,
842,8,Parameter Class,,294,O,CWE,CWE,3/6/11,
842,92,County/Parish Code,,289,O,CWE,CWE,7/13/15,
843,8,Parameter Value,,0,O,ST,ST,3/7/11,
843,92,Census Tract,,288,O,CWE,CWE,7/13/15,
844,8,Sequence ID,Sequenzummer,0,O,SI,SI,3/7/11,
844,92,Address Representation Code,,465,O,ID,ID,7/13/15,
845,8,Comparator,Vergleichsoperator,0,O,ST,ST,3/7/11,
845,92,Address Validity Range,,0,O,-,-,7/13/15,
846,8,Num1,Wert 1,0,O,NM,NM,3/7/11,
846,92,Effective Date,,0,O,DTM,DTM,7/13/15,
847,8,Separator/Suffix,Trennzeichen/Zusatz,0,O,ST,ST,3/7/11,
847,92,Expiration Date,,0,O,DTM,DTM,7/13/15,
848,8,Num2,Wert 2,0,O,NM,NM,3/7/11,
848,92,Expiration Reason,,616,O,CWE,CWE,7/13/15,
849,8,String of telephone number digits,,0,O,SNM,SNM,3/7/11,
849,92,Temporary Indicator,,136,O,ID,ID,7/13/15,
850,8,Specialty Name,,0,O,ST,ST,3/7/11,
850,92,Bad Address Indicator,,136,O,ID,ID,7/13/15,
851,8,Governing Board,,0,O,ST,ST,3/7/11,
851,92,Address Usage,,617,O,ID,ID,7/13/15,
852,8,Eligible or Certified,,337,O,ID,ID,3/6/11,
852,92,Addressee,,0,O,ST,ST,7/13/15,
853,8,Date of Certification,,0,O,DT,DT,3/7/11,
853,92,Comment,,0,O,ST,ST,7/13/15,
854,8,Sort-by Field,,0,O,ST,ST,3/7/11,
854,92,Preference Order,,0,O,NM,NM,7/13/15,
855,8,Sequencing,,397,O,ID,ID,3/6/11,
855,92,Protection Code,,618,O,CWE,CWE,7/13/15,
856,8,String Data,,0,O,ST,ST,3/7/11,
856,92,Address Identifier,,0,O,EI,EI,7/13/15,
857,8,Time,Uhrzeit,0,O,TM,TM,3/7/11,
857,92,Person Identifier,,0,O,ST,ST,7/13/15,
858,8,Text Data,Text,0,O,TX,TX,3/7/11,
858,92,Family Name,,0,O,FN,FN,7/13/15,
859,8,Value Code,nicht verwendet,153,O,CWE,CWE,3/6/11,
859,92,Given Name,,0,O,ST,ST,7/13/15,
860,8,Value Amount,nicht verwendet,0,O,MO,MO,3/7/11,
860,92,Second and Further Given Names or Initials Thereof,,0,O,ST,ST,7/13/15,
861,8,Non-Monetary Value Amount / Quantity,,0,O,NM,NM,3/7/11,
861,92,"Suffix (e.g., JR or III)",,0,O,ST,ST,7/13/15,
862,8,Non-Monetary Value Amount / Units,,0,O,CWE,CWE,3/7/11,
862,92,"Prefix (e.g., DR)",,0,O,ST,ST,7/13/15,
863,8,Start Day Range,erster Tag,267,O,ID,ID,3/6/11,
863,92,"Degree (e.g., MD)",,0,O,-,-,7/13/15,
864,8,End Day Range,letzter Tag,267,O,ID,ID,3/6/11,
864,92,Source Table,,297,O,CWE,CWE,7/13/15,
865,8,Start Hour Range,Beginn,0,O,TM,TM,3/7/11,
865,92,Assigning Authority,,363,O,HD,HD,7/13/15,
866,8,End Hour Range,Ende,0,O,TM,TM,3/7/11,
866,92,Name Type Code,,200,O,ID,ID,7/13/15,
867,8,Version ID,Identifikator,104,O,ID,ID,3/6/11,
867,92,Identifier Check Digit,,0,O,ST,ST,7/13/15,
868,8,Internationalization Code,Länderkennzeichen,399,O,CWE,CWE,3/6/11,
868,92,Check Digit Scheme,,61,O,ID,ID,7/13/15,
869,8,International Version ID,lokale Versionskennung,0,O,CWE,CWE,3/7/11,
869,92,Identifier Type Code,,203,O,ID,ID,7/13/15,
870,8,First Data Code Value,Suchbegriff: Objektbereich,0,O,ST,ST,3/7/11,
870,92,Assigning Facility,,0,O,HD,HD,7/13/15,
871,8,Last Data Code Value,Suchbegriff: Objektbereich,0,O,ST,ST,3/7/11,
871,92,Name Representation Code,,465,O,ID,ID,7/13/15,
872,8,Channel Number,,0,O,NM,NM,3/7/11,
872,92,Name Context,,448,O,CWE,CWE,7/13/15,
873,8,Channel Name,,0,O,ST,ST,3/7/11,
873,92,Name Validity Range,,0,O,-,-,7/13/15,
874,8,Source One Name,Quelle 1,0,O,ST,ST,3/7/11,
874,92,Name Assembly Order,,444,O,ID,ID,7/13/15,
875,8,Source Two Name,Quelle 2,0,O,ST,ST,3/7/11,
875,92,Effective Date,,0,O,DTM,DTM,7/13/15,
876,8,Street Address,Strasse,0,O,SAD,SAD,3/7/11,
876,92,Expiration Date,,0,O,DTM,DTM,7/13/15,
877,8,Other Designation,sonst. Adresse,0,O,ST,ST,3/7/11,
877,92,Professional Suffix,,0,O,ST,ST,7/13/15,
878,8,City,Ort,0,O,ST,ST,3/7/11,
878,92,Assigning Jurisdiction,,0,O,CWE,CWE,7/13/15,
879,8,State or Province,Bundesland,0,O,ST,ST,3/7/11,
879,92,Assigning Agency or Department,,0,O,CWE,CWE,7/13/15,
880,8,Zip or Postal Code,Postleitzahl,0,O,ST,ST,3/7/11,
880,92,Security Check,,0,O,ST,ST,7/13/15,
881,8,Country,Staat,399,O,ID,ID,3/6/11,
881,92,Security Check Scheme,,904,O,ID,ID,7/13/15,
882,8,Address Type,Typ der Adresse,190,O,ID,ID,3/6/11,
882,92,Organization Name,,0,O,ST,ST,7/13/15,
883,8,Other Geographic Designation,sonst. geogr. Bezeichnung,0,O,ST,ST,3/7/11,
883,92,Organization Name Type Code,,204,O,CWE,CWE,7/13/15,
884,8,County/Parish Code,Gemeindekennziffer,289,O,CWE,CWE,3/6/11,
884,92,ID Number,,0,O,-,-,7/13/15,
885,8,Census Tract,nicht verwendet,288,O,CWE,CWE,3/6/11,
885,92,Identifier Check Digit,,0,O,-,-,7/13/15,
886,8,Address Representation Code,Darstellung Adresse,465,O,ID,ID,3/6/11,
886,92,Check Digit Scheme,,0,O,-,-,7/13/15,
887,8,Address Validity Range,nicht mehr verwenden,0,O,-,-,3/7/11,
887,92,Assigning Authority,,363,O,HD,HD,7/13/15,
888,8,Effective Date,Gültigkeitsbeginn,0,O,DTM,DTM,3/7/11,
888,92,Identifier Type Code,,203,O,ID,ID,7/13/15,
889,8,Expiration Date,Gültigkeitsende,0,O,DTM,DTM,3/7/11,
889,92,Assigning Facility,,0,O,HD,HD,7/13/15,
890,8,Expiration Reason,Grund für Gültigkeitsende,616,O,CWE,CWE,3/6/11,
890,92,Name Representation Code,,465,O,ID,ID,7/13/15,
891,8,Temporary Indicator,Kennzeichen vorübergehende Adresse,136,O,ID,ID,3/6/11,
891,92,Organization Identifier,,0,O,ST,ST,7/13/15,
892,8,Bad Address Indicator,Kennzeichen ungültige Adresse,136,O,ID,ID,3/6/11,
892,92,Family Name,,0,O,FN,FN,7/13/15,
893,8,Address Usage,Verwendungszweck Adresse,617,O,ID,ID,3/6/11,
893,92,Given Name,,0,O,ST,ST,7/13/15,
894,8,Addressee,"Adressat (c/o, z.Hd.)",0,O,ST,ST,3/7/11,
894,92,Second and Further Given Names or Initials Thereof,,0,O,ST,ST,7/13/15,
895,8,Comment,Kommentar,0,O,ST,ST,3/7/11,
895,92,"Suffix (e.g., JR or III)",,0,O,ST,ST,7/13/15,
896,8,Preference Order,Rangfolge,0,O,NM,NM,3/7/11,
896,92,"Prefix (e.g., DR)",,0,O,ST,ST,7/13/15,
897,8,Protection Code,Auskunftsbeschränkung,618,O,CWE,CWE,3/6/11,
897,92,"Degree (e.g., MD)",,0,O,-,-,7/13/15,
898,8,Address Identifier,Identifikator der Adresse,0,O,EI,EI,3/7/11,
898,92,Name Type Code,,200,O,ID,ID,7/13/15,
899,8,Person Identifier,,0,O,ST,ST,3/7/11,
899,92,Name Representation Code,,465,O,ID,ID,7/13/15,
900,8,Family Name,Familienname,0,O,FN,FN,3/7/11,
900,92,Name Context,,448,O,CWE,CWE,7/13/15,
901,8,Given Name,Vorname,0,O,ST,ST,3/7/11,
901,92,Name Validity Range,,0,O,-,-,7/13/15,
902,8,Second and Further Given Names or Initials Thereof,weitere Vornamen oder Initialien,0,O,ST,ST,3/7/11,
902,92,Name Assembly Order,,444,O,ID,ID,7/13/15,
903,8,"Suffix (e.g., JR or III)",Namenszusatz,0,O,ST,ST,3/7/11,
903,92,Effective Date,,0,O,DTM,DTM,7/13/15,
904,8,"Prefix (e.g., DR)",Namensvorsatz,0,O,ST,ST,3/7/11,
904,92,Expiration Date,,0,O,DTM,DTM,7/13/15,
905,8,"Degree (e.g., MD)",nicht mehr verwenden,0,O,-,-,3/7/11,
905,92,Professional Suffix,,0,O,ST,ST,7/13/15,
906,8,Source Table,Quelle der ID,297,O,CWE,CWE,3/6/11,
